episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S01E07,354,1,"00:20:38,319","00:20:40,577",LESTAT DE LIONCOURT,"Rumors, envy.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,355,1,"00:20:40,582","00:20:42,231",LESTAT DE LIONCOURT,Oh.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,356,1,"00:20:42,236","00:20:44,799",LOUIS DE POINTE DU LAC,"Now, which one of you did I pull under the stairs",uncertain,best contextual candidate from text-only sources,recognition_margin=0.51; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,357,1,"00:20:44,804","00:20:47,671",LOUIS DE POINTE DU LAC,during that dull lecture on Don Giovanni?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.51; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,358,1,"00:20:47,676","00:20:49,095",LESTAT DE LIONCOURT,That would be me.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,359,1,"00:20:49,100","00:20:53,142",LOUIS DE POINTE DU LAC,And that was my late husband giving the lecture.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,TOM ANDERSON | DANIEL MOLLOY | LESTAT DE LIONCOURT
S01E07,360,1,"00:20:53,147","00:20:55,057",LOUIS DE POINTE DU LAC,And did he talk himself to death?,uncertain,best contextual candidate from text-only sources,recognition_margin=1.40; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,361,1,"00:20:55,062","00:20:56,363",LESTAT DE LIONCOURT,Oh.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,362,1,"00:20:59,662","00:21:03,557",LESTAT DE LIONCOURT,"Your Majesty, I'd like to introduce you",uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,363,1,"00:21:03,562","00:21:07,767",LESTAT DE LIONCOURT,"to the MacPhail brothers, Matthew and his brother Mark.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,364,1,"00:21:08,523","00:21:10,651",DANIEL MOLLOY,Well...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.40; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,365,1,"00:21:10,656","00:21:12,261",DANIEL MOLLOY,And where are Luke and John?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,366,1,"00:21:21,654","00:21:25,044",LESTAT DE LIONCOURT,Is there rosemary in your garden?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | DANIEL MOLLOY
S01E07,367,1,"00:21:25,049","00:21:29,254",DANIEL MOLLOY,"Uh, yeah... just below the porch.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.76; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,368,1,"00:21:29,259","00:21:33,040",LESTAT DE LIONCOURT,Our mother planted a whole bushel this past summer.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,369,1,"00:21:33,045","00:21:34,694",LOUIS DE POINTE DU LAC,Did she?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,370,1,"00:21:38,790","00:21:42,795",TOM ANDERSON,The king finds himself suddenly famished.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E07,371,1,"00:21:43,428","00:21:45,251",LOUIS DE POINTE DU LAC,Would you excuse me?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.84; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,372,1,"00:21:49,260","00:21:52,083",DANIEL MOLLOY,A cascade of feelings came over me,uncertain,best contextual candidate from text-only sources,recognition_margin=0.71; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,373,1,"00:21:52,088","00:21:56,087",DANIEL MOLLOY,as I watched him sponge up the adoration.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.71; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,374,1,"00:21:56,092","00:21:58,612",LOUIS DE POINTE DU LAC,I wanted him dead.,uncertain,best contextual candidate from text-only sources,recognition_margin=2.04; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,375,1,"00:21:58,617","00:22:02,006",LOUIS DE POINTE DU LAC,I wanted him all to myself.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.20; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,376,1,"00:22:02,011","00:22:04,444",DANIEL MOLLOY,The fasting was a mistake.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,377,1,"00:22:04,449","00:22:06,707",LOUIS DE POINTE DU LAC,I wasn't thinking clearly.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.20; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,378,1,"00:22:08,844","00:22:12,016",LOUIS DE POINTE DU LAC,Something was off.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.71; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,379,1,"00:22:12,021","00:22:14,497",LOUIS DE POINTE DU LAC,You miserable dog.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.28; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,380,1,"00:22:19,812","00:22:21,678",LOUIS DE POINTE DU LAC,What about a dog?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.02; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,381,1,"00:22:21,683","00:22:23,550",LESTAT DE LIONCOURT,What dog?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | CLAUDIA
S01E07,382,1,"00:22:23,555","00:22:26,030",DANIEL MOLLOY,You just said something about a dog.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,383,1,"00:22:26,035","00:22:28,946",LOUIS DE POINTE DU LAC,I said no such thing.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.44; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,384,1,"00:22:28,951","00:22:31,862",LESTAT DE LIONCOURT,"I see you, Louis du Lac.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.06; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,385,1,"00:22:31,867","00:22:33,429",LOUIS DE POINTE DU LAC,There's another one.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,386,1,"00:22:33,434","00:22:35,562",LESTAT DE LIONCOURT,"You're just hungry, Louis.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.84; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | CLAUDIA
S01E07,387,1,"00:22:35,567","00:22:38,782",LOUIS DE POINTE DU LAC,"You heard what I said just now, didn't you?",high,direct-address response context,,English,,
S01E07,388,1,"00:22:38,787","00:22:41,655",DANIEL MOLLOY,It's the dome.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.94; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,389,1,"00:22:41,660","00:22:45,865",LOUIS DE POINTE DU LAC,The architect that built this place made the US Capitol.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.07; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,390,1,"00:22:45,870","00:22:47,301",LOUIS DE POINTE DU LAC,Mm-hmm.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,391,1,"00:22:47,306","00:22:49,173",LOUIS DE POINTE DU LAC,He made it so you could hear the sniping,uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,392,1,"00:22:49,178","00:22:51,360",LOUIS DE POINTE DU LAC,and whatnot across the way.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.19; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,393,1,"00:22:51,365","00:22:54,102",DANIEL MOLLOY,"Calls it a ""whispering gallery"".",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,394,1,"00:22:54,107","00:22:56,147",LOUIS DE POINTE DU LAC,Course...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,395,1,"00:22:56,152","00:22:59,238",LOUIS DE POINTE DU LAC,how you heard me over the band... pfft!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,396,1,"00:22:59,243","00:23:00,761",LOUIS DE POINTE DU LAC,It's got to be one of those tricks,uncertain,best contextual candidate from text-only sources,recognition_margin=0.34; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,397,1,"00:23:00,766","00:23:04,895",LOUIS DE POINTE DU LAC,that you and your fag pederast satanic trio,uncertain,best contextual candidate from text-only sources,recognition_margin=0.34; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,398,1,"00:23:04,900","00:23:06,549",LOUIS DE POINTE DU LAC,got in your pocket.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.34; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,399,1,"00:23:10,764","00:23:12,543",DANIEL MOLLOY,It's a hell of a party!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.56; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,400,1,"00:23:15,072","00:23:19,202",LOUIS DE POINTE DU LAC,Do you know the secret to immortality?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,401,1,"00:23:19,207","00:23:20,943",DANIEL MOLLOY,Never get married.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.47; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,402,1,"00:23:22,819","00:23:25,295",LOUIS DE POINTE DU LAC,That's a good joke.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,403,1,"00:23:25,300","00:23:27,384",LOUIS DE POINTE DU LAC,And now that you have your boat...,uncertain,best contextual candidate from text-only sources,recognition_margin=1.26; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,404,1,"00:23:31,599","00:23:33,422",LOUIS DE POINTE DU LAC,... don't you want more?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.79; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,405,1,"00:23:44,244","00:23:48,449",TOM ANDERSON,The king's hair has betrayed the king.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E07,406,1,"00:23:48,454","00:23:50,103",LOUIS DE POINTE DU LAC,Hmm.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,407,1,"00:23:50,108","00:23:54,150",TOM ANDERSON,Was that a witticism from the Duke of Gloom himself?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC
S01E07,408,1,"00:23:54,155","00:23:56,109",LOUIS DE POINTE DU LAC,Hunger's got me light-headed.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.04; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
S01E07,409,1,"00:24:12,228","00:24:14,487",LOUIS DE POINTE DU LAC,I'm going to miss this place.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.28; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,410,1,"00:24:20,962","00:24:23,017",LOUIS DE POINTE DU LAC,There's not an inch of this city that wasn't built,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,411,1,"00:24:23,022","00:24:27,195",LOUIS DE POINTE DU LAC,from the fierce wilderness that surrounds it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,412,1,"00:24:27,200","00:24:30,503",DANIEL MOLLOY,"Hurricanes, floods, fevers.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,413,1,"00:24:33,075","00:24:35,246",LESTAT DE LIONCOURT,"The damp climate on every painted sign,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.58; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | DANIEL MOLLOY
S01E07,414,1,"00:24:35,251","00:24:36,900",LESTAT DE LIONCOURT,every stone facade.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.58; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | DANIEL MOLLOY
S01E07,415,1,"00:24:42,084","00:24:45,169",LESTAT DE LIONCOURT,"High windows,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,416,1,"00:24:45,174","00:24:48,521",LESTAT DE LIONCOURT,through which enameled bits of civilization glitter.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,417,1,"00:24:53,578","00:24:59,183",DANIEL MOLLOY,"Silhouettes emerging, wandering out to catch",uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,418,1,"00:24:59,188","00:25:01,272",DANIEL MOLLOY,a silent flash of lightning.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,419,1,"00:25:03,845","00:25:06,060",TOM ANDERSON,The silky warmth of summer rain.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC
S01E07,420,1,"00:25:10,275","00:25:11,924",LOUIS DE POINTE DU LAC,Desperately alive...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.77; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,421,1,"00:25:15,976","00:25:17,756",LOUIS DE POINTE DU LAC,... and desperately fragile.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.77; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,422,1,"00:25:25,301","00:25:29,431",DANIEL MOLLOY,"The hunger has me too, it seems.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.41; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,423,1,"00:25:29,436","00:25:32,652",LOUIS DE POINTE DU LAC,The boutonnieres have all been given out.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,424,1,"00:25:32,657","00:25:34,393",DANIEL MOLLOY,We're ready when you are.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.99; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,425,1,"00:25:48,586","00:25:51,279",LOUIS DE POINTE DU LAC,A last dance before the feast.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.12; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,426,1,"00:25:53,721","00:25:55,544",LOUIS DE POINTE DU LAC,I'd like that.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.73; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,427,1,"00:25:55,549","00:25:57,416",LOUIS DE POINTE DU LAC,I'd like that very much.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.66; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,428,1,"00:25:59,771","00:26:03,976",LOUIS DE POINTE DU LAC,"So much would be written about that grim night in New Orleans,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,429,1,"00:26:03,981","00:26:08,186",LOUIS DE POINTE DU LAC,"but not a single mention of our last hour at Latrobe's,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,430,1,"00:26:08,823","00:26:11,778",LOUIS DE POINTE DU LAC,as if the only crime unfit to print,uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,431,1,"00:26:11,783","00:26:14,084",LOUIS DE POINTE DU LAC,took place on that dance floor.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,432,1,"00:26:51,866","00:26:55,604",DANIEL MOLLOY,"It was my sole duty to distract Lestat,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.18; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,433,1,"00:26:55,609","00:26:57,345",DANIEL MOLLOY,"but in his mirrored eyes,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.18; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,434,1,"00:26:57,350","00:27:00,740",DANIEL MOLLOY,the distraction reflected back onto me.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.18; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,435,1,"00:27:00,745","00:27:03,699",DANIEL MOLLOY,"And in the dead center of the whispering gallery,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,436,1,"00:27:03,704","00:27:06,615",DANIEL MOLLOY,I lost the thread to my plotting,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,437,1,"00:27:06,620","00:27:10,825",DANIEL MOLLOY,and fell once more into the well with no bottom.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,438,1,"00:27:10,830","00:27:14,667",LESTAT DE LIONCOURT,"I was his, and he was mine.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,439,1,"00:27:36,041","00:27:37,864",LESTAT DE LIONCOURT,May I finish this dance?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,440,1,"00:27:40,045","00:27:41,911",LOUIS DE POINTE DU LAC,"If he'll have you, sister.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.28; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | CLAUDIA
S01E07,441,1,"00:27:48,836","00:27:50,441",LOUIS DE POINTE DU LAC,We shouldn't do this.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,442,1,"00:27:50,446","00:27:53,096",LOUIS DE POINTE DU LAC,Too late. I've done it already.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.21; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,443,1,"00:27:53,101","00:27:55,185",LOUIS DE POINTE DU LAC,When? Who?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,444,1,"00:27:55,190","00:27:57,536",DANIEL MOLLOY,Just now. One of the twins.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.95; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,445,1,"00:27:57,541","00:27:59,538",LOUIS DE POINTE DU LAC,He'll be dead on his feet in an hour.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.81; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,446,1,"00:28:01,588","00:28:03,454",LOUIS DE POINTE DU LAC,Ah!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.57; no episode audio used,English,,TOM ANDERSON | LESTAT DE LIONCOURT | DANIEL MOLLOY
S01E07,446,2,"00:28:01,588","00:28:03,454",LOUIS DE POINTE DU LAC,Wake up!,uncertain,dash-turn alternation plus contextual text recognition,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,447,1,"00:28:17,952","00:28:20,471",DANIEL MOLLOY,"In the 14th century,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.32; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,448,1,"00:28:20,476","00:28:23,039",DANIEL MOLLOY,"in the third arrondissement of Paris,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.32; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,449,1,"00:28:23,044","00:28:27,087",DANIEL MOLLOY,"on the Rue de Montmorency, there lived a seller of books,",uncertain,best contextual candidate from text-only sources,recognition_margin=1.32; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,450,1,"00:28:27,092","00:28:30,481",DANIEL MOLLOY,"who found, in an otherwise regretful purchase",uncertain,best contextual candidate from text-only sources,recognition_margin=1.32; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,451,1,"00:28:30,486","00:28:34,355",DANIEL MOLLOY,"at a private library, a twenty-page manuscript",uncertain,best contextual candidate from text-only sources,recognition_margin=1.32; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,452,1,"00:28:34,360","00:28:38,565",DANIEL MOLLOY,written in a text he could not decipher.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.32; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,453,1,"00:28:39,147","00:28:42,237",DANIEL MOLLOY,"So, he traveled to Spain to have it translated.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.53; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,454,1,"00:28:42,242","00:28:44,539",DANIEL MOLLOY,And on his way...,uncertain,best contextual candidate from text-only sources,recognition_margin=2.01; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,455,1,"00:28:44,544","00:28:46,872",DANIEL MOLLOY,... he met a Jewish converso who told him,uncertain,best contextual candidate from text-only sources,recognition_margin=2.01; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,456,1,"00:28:46,877","00:28:51,111",DANIEL MOLLOY,he was in possession of the Book of Abramelin the Mage.,uncertain,best contextual candidate from text-only sources,recognition_margin=2.01; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,457,1,"00:28:51,116","00:28:53,287",DANIEL MOLLOY,"We're all pretty drunk here, Lestat.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | CLAUDIA
S01E07,458,1,"00:28:57,470","00:29:00,903",LESTAT DE LIONCOURT,The bookseller dedicated the rest of his life,high,direct-address response context,,English,,
S01E07,459,1,"00:29:00,908","00:29:03,863",LESTAT DE LIONCOURT,"to reproducing the alchemy within that book,",high,direct-address response context,,English,,
